0.3271	15.3336
0.3285	15.3622
0.3313	15.3499
0.3326	15.3398
0.3340	15.3451
0.3354	15.3517
0.3368	15.3541
0.3382	15.3780
0.3396	15.3741
0.3410	15.3884
0.3424	15.3842
0.3437	15.3985
0.3451	15.4223
0.3466	15.4252
0.3479	15.4363
0.3493	15.4304
0.3507	15.4426
0.3521	15.4288
0.3535	15.4101
0.3549	15.4175
0.3563	15.4293
0.3577	15.4322
0.3591	15.4258
0.3604	15.4229
0.3619	15.4195
0.3632	15.4333
0.3646	15.4298
0.3660	15.4373
0.3674	15.4242
0.3688	15.4282
0.3702	15.4199
0.3716	15.4162
0.3730	15.4202
0.3744	15.4146
0.3758	15.3909
0.3772	15.3899
0.3785	15.3872
0.3800	15.3598
0.3814	15.3769
0.3827	15.3873
0.3841	15.3845
0.3855	15.3774
0.3869	15.3733
0.3883	15.3854
0.3897	15.3805
0.3911	15.3700
0.3925	15.3625
0.3939	15.3765
0.3953	15.3786
0.3967	15.3851
0.3981	15.3657
0.3995	15.3626
0.4008	15.3730
0.4023	15.3621
0.4037	15.3528
0.4050	15.3536
0.4065	15.3463
0.4078	15.3465
0.4092	15.3470
0.4106	15.3360
0.4120	15.3470
0.4135	15.3460
0.4148	15.3723
0.4162	15.3901
0.4176	15.3939
0.4190	15.3899
0.4205	15.3906
0.4218	15.4020
0.4233	15.3994
0.4246	15.3888
0.4260	15.3887
0.4274	15.3865
0.4289	15.4092
0.4303	15.4136
0.4317	15.4073
0.4331	15.4106
0.4345	15.4130
0.4359	15.4234
0.4373	15.4523
0.4387	15.4535
0.4402	15.4613
0.4416	15.4497
0.4430	15.4378
0.4444	15.4334
0.4458	15.4048
0.4472	15.3935
0.4487	15.3984
0.4500	15.3860
0.4515	15.3997
0.4529	15.3936
0.4543	15.3871
0.4557	15.3759
0.4572	15.3884
0.4586	15.3887
0.4600	15.3789
0.4614	15.3867
0.4629	15.4000
0.4643	15.4039
0.4657	15.3991
0.4681	15.4018
0.4695	15.4153
0.4709	15.4084
0.4723	15.4020
0.4737	15.4111
0.4751	15.4058
0.4765	15.4096
0.4778	15.4295
0.4793	15.4064
0.4807	15.3893
0.4820	15.3831
0.4835	15.3940
0.4848	15.3992
0.4862	15.3966
0.4876	15.4069
0.4890	15.4176
0.4904	15.4344
0.4918	15.4381
0.4932	15.4423
0.4946	15.4289
0.4960	15.4385
0.4974	15.4334
0.4990	15.4430
0.5004	15.4304
0.5018	15.4141
0.5032	15.4182
0.5046	15.4180
0.5060	15.4005
0.5074	15.3902
0.5088	15.4083
0.5102	15.4259
0.5116	15.4376
0.5130	15.4303
0.5144	15.4248
0.5158	15.4193
0.5172	15.4153
0.5186	15.4101
0.5200	15.4160
0.5214	15.4352
0.5228	15.4288
0.5242	15.4131
0.5256	15.4285
0.5270	15.4390
0.5285	15.4325
0.5299	15.4141
0.5312	15.4024
0.5327	15.3990
0.5340	15.4037
0.5355	15.4097
0.5369	15.4069
0.5383	15.4219
0.5397	15.4270
0.5411	15.4366
0.5425	15.4422
0.5439	15.4445
0.5456	15.4269
0.5470	15.4209
0.5484	15.4142
0.5498	15.4135
0.5512	15.4004
0.5526	15.4171
0.5540	15.4274
0.5554	15.4268
0.5568	15.4116
0.5582	15.4055
0.5596	15.3961
0.5610	15.3966
0.5624	15.3834
0.5638	15.3851
0.5652	15.3769
0.5666	15.3931
0.5679	15.4112
0.5694	15.4299
0.5708	15.4323
0.5721	15.4282
