-0.0900000036 0.9956077184 0.0005000000
-0.0895370406 1.0014605764 0.0005000000
-0.0890740777 1.0015924817 0.0005000000
-0.0886111147 0.9990189220 0.0005000000
-0.0881481517 0.9973113048 0.0005000000
-0.0876851888 0.9988977630 0.0005000000
-0.0872222258 1.0006060431 0.0005000000
-0.0867592628 0.9990656921 0.0005000000
-0.0862962999 1.0040308386 0.0005000000
-0.0858333369 1.0011390672 0.0005000000
-0.0853703739 0.9997387442 0.0005000000
-0.0849074110 1.0000413293 0.0005000000
-0.0844444480 1.0001940356 0.0005000000
-0.0839814851 0.9999290916 0.0005000000
-0.0835185221 0.9997493869 0.0005000000
-0.0830555591 1.0001551614 0.0005000000
-0.0825925962 1.0003764262 0.0005000000
-0.0821296332 1.0008520338 0.0005000000
-0.0816666702 1.0003518189 0.0005000000
-0.0812037073 1.0009461438 0.0005000000
-0.0807407443 0.9998911712 0.0005000000
-0.0802777814 0.9997378915 0.0005000000
-0.0798148184 1.0006552917 0.0005000000
-0.0793518554 1.0004479964 0.0005000000
-0.0788888925 0.9999256388 0.0005000000
-0.0784259295 1.0000003379 0.0005000000
-0.0779629665 1.0003576701 0.0005000000
-0.0775000036 0.9990508078 0.0005000000
-0.0770370406 0.9998438157 0.0005000000
-0.0765740777 0.9993451463 0.0005000000
-0.0761111147 0.9996608214 0.0005000000
-0.0756481517 0.9993083031 0.0005000000
-0.0751851888 1.0000801352 0.0005000000
-0.0747222258 0.9999243418 0.0005000000
-0.0742592628 1.0004874597 0.0005000000
-0.0737962999 1.0007641281 0.0005000000
-0.0733333369 0.9997450685 0.0005000000
-0.0728703739 0.9993239869 0.0005000000
-0.0724074110 0.9991332156 0.0005000000
-0.0719444480 0.9998406633 0.0005000000
-0.0714814851 0.9988852695 0.0005000000
-0.0710185221 0.9996746361 0.0005000000
-0.0705555591 0.9977703511 0.0005000000
-0.0700925962 0.9990943727 0.0005000000
-0.0696296332 0.9993770206 0.0005000000
-0.0691666702 0.9998209339 0.0005000000
-0.0687037073 0.9991699472 0.0005000000
-0.0682407443 0.9990547658 0.0005000000
-0.0677777814 0.9991025645 0.0005000000
-0.0673148184 0.9999778277 0.0005000000
-0.0668518554 0.9986145260 0.0005000000
-0.0663888925 1.0006652767 0.0005000000
-0.0659259295 0.9990928588 0.0005000000
-0.0654629665 0.9994477296 0.0005000000
-0.0650000036 0.9998444842 0.0005000000
-0.0645370406 0.9991606722 0.0005000000
-0.0640740777 1.0005593082 0.0005000000
-0.0636111147 0.9997275283 0.0005000000
-0.0631481517 0.9987288371 0.0005000000
-0.0626851888 0.9999283769 0.0005000000
-0.0622222258 0.9997258176 0.0005000000
-0.0617592628 0.9993974896 0.0005000000
-0.0612962999 0.9995304946 0.0005000000
-0.0608333369 0.9993459738 0.0005000000
-0.0603703739 0.9999270644 0.0005000000
-0.0599074110 1.0002042991 0.0005000000
-0.0594444480 1.0002443944 0.0005000000
-0.0589814851 0.9992193588 0.0005000000
-0.0585185221 0.9997191013 0.0005000000
-0.0580555591 0.9995309149 0.0005000000
-0.0575925962 0.9988885287 0.0005000000
-0.0571296332 0.9995030040 0.0005000000
-0.0566666702 0.9999582112 0.0005000000
-0.0562037073 1.0001485456 0.0005000000
-0.0557407443 0.9992802244 0.0005000000
-0.0552777814 0.9998987700 0.0005000000
-0.0548148184 0.9992728735 0.0005000000
-0.0543518554 1.0002077316 0.0005000000
-0.0538888925 1.0013004462 0.0005000000
-0.0534259295 0.9996439997 0.0005000000
-0.0529629665 0.9999995588 0.0005000000
-0.0525000036 0.9992056557 0.0005000000
-0.0520370406 0.9994047627 0.0005000000
-0.0515740777 1.0000646117 0.0005000000
-0.0511111147 0.9996536896 0.0005000000
-0.0506481517 1.0003277170 0.0005000000
-0.0501851888 0.9996962815 0.0005000000
-0.0497222258 0.9998934238 0.0005000000
-0.0492592628 0.9997699621 0.0005000000
-0.0487962999 0.9997712553 0.0005000000
-0.0483333369 1.0000926995 0.0005000000
-0.0478703739 1.0003686693 0.0005000000
-0.0474074110 1.0000014279 0.0005000000
-0.0469444480 0.9998046860 0.0005000000
-0.0464814851 1.0008475429 0.0005000000
-0.0460185221 0.9994194192 0.0005000000
-0.0455555591 0.9994756458 0.0005000000
-0.0450925962 0.9989941801 0.0005000000
-0.0446296332 0.9983933670 0.0005000000
-0.0441666702 0.9965787149 0.0005000000
-0.0437037073 0.9964690866 0.0005000000
-0.0432407443 0.9970222530 0.0005000000
-0.0427777814 0.9969082423 0.0005000000
-0.0423148184 0.9954401650 0.0005000000
-0.0418518554 0.9947906415 0.0005000000
-0.0413888925 0.9935719127 0.0005000000
-0.0409259295 0.9929373001 0.0005000000
-0.0404629665 0.9922860240 0.0005000000
-0.0400000036 0.9916366013 0.0005000000
-0.0395370406 0.9904643022 0.0005000000
-0.0390740777 0.9897515251 0.0005000000
-0.0386111147 0.9881816429 0.0005000000
-0.0381481517 0.9879592709 0.0005000000
-0.0376851888 0.9866027670 0.0005000000
-0.0372222258 0.9854689752 0.0005000000
-0.0367592628 0.9839460629 0.0005000000
-0.0362962999 0.9836518320 0.0005000000
-0.0358333369 0.9815484535 0.0005000000
-0.0353703739 0.9811081416 0.0005000000
-0.0349074110 0.9807915860 0.0005000000
-0.0344444480 0.9793055514 0.0005000000
-0.0339814851 0.9794309201 0.0005000000
-0.0335185221 0.9786962598 0.0005000000
-0.0330555591 0.9775727013 0.0005000000
-0.0325925962 0.9775093292 0.0005000000
-0.0321296332 0.9761526701 0.0005000000
-0.0316666702 0.9764264969 0.0005000000
-0.0312037073 0.9754892420 0.0005000000
-0.0307407443 0.9761634103 0.0005000000
-0.0302777814 0.9740300970 0.0005000000
-0.0298148184 0.9740349880 0.0005000000
-0.0293518554 0.9745349612 0.0005000000
-0.0288888925 0.9742450823 0.0005000000
-0.0284259295 0.9745851374 0.0005000000
-0.0279629665 0.9745586599 0.0005000000
-0.0275000036 0.9730306832 0.0005000000
-0.0270370406 0.9733539661 0.0005000000
-0.0265740777 0.9738843869 0.0005000000
-0.0261111147 0.9724057390 0.0005000000
-0.0256481517 0.9731765323 0.0005000000
-0.0251851888 0.9725874953 0.0005000000
-0.0247222258 0.9728392412 0.0005000000
-0.0242592628 0.9720308631 0.0005000000
-0.0237962999 0.9731874047 0.0005000000
-0.0233333369 0.9727114329 0.0005000000
-0.0228703739 0.9729936596 0.0005000000
-0.0224074110 0.9733260165 0.0005000000
-0.0219444480 0.9722600367 0.0005000000
-0.0214814851 0.9721855999 0.0005000000
-0.0210185221 0.9724298926 0.0005000000
-0.0205555591 0.9721314259 0.0005000000
-0.0200925962 0.9726633286 0.0005000000
-0.0196296332 0.9718335737 0.0005000000
-0.0191666702 0.9727176915 0.0005000000
-0.0187037073 0.9715541305 0.0005000000
-0.0182407443 0.9727838310 0.0005000000
-0.0177777814 0.9719236620 0.0005000000
-0.0173148184 0.9717323111 0.0005000000
-0.0168518554 0.9723223074 0.0005000000
-0.0163888925 0.9726532696 0.0005000000
-0.0159259295 0.9723400933 0.0005000000
-0.0154629665 0.9730218620 0.0005000000
-0.0150000036 0.9721419519 0.0005000000
-0.0145370406 0.9713721352 0.0005000000
-0.0140740777 0.9710616287 0.0005000000
-0.0136111147 0.9712798845 0.0005000000
-0.0131481517 0.9706499912 0.0005000000
-0.0126851888 0.9709346487 0.0005000000
-0.0122222258 0.9714155865 0.0005000000
-0.0117592628 0.9703539495 0.0005000000
-0.0112962999 0.9707416031 0.0005000000
-0.0108333369 0.9711724790 0.0005000000
-0.0103703739 0.9713247843 0.0005000000
-0.0099074110 0.9704724453 0.0005000000
-0.0094444480 0.9705028121 0.0005000000
-0.0089814851 0.9703194182 0.0005000000
-0.0085185221 0.9692387872 0.0005000000
-0.0080555591 0.9710808265 0.0005000000
-0.0075925962 0.9698358283 0.0005000000
-0.0071296332 0.9708568868 0.0005000000
-0.0066666702 0.9688704978 0.0005000000
-0.0062037073 0.9699941902 0.0005000000
-0.0057407443 0.9698681786 0.0005000000
