2455458.76157	11.84212788
2455458.76308	11.84767788
2455458.76459	11.85124632
2455458.76610	11.84367219
2455458.76762	11.84540788
2455458.76913	11.84725587
2455458.77064	11.85244788
2455458.77215	11.85002632
2455458.77669	11.84741788
2455458.77821	11.84384587
2455458.77972	11.84186788
2455458.78124	11.84598632
2455458.78274	11.84521788
2455458.78426	11.84432788
2455458.78576	11.84333219
2455458.78728	11.84879587
2455458.78878	11.84725219
2455458.79030	11.84359788
2455458.79181	11.84277587
2455458.79332	11.84464219
2455458.79483	11.84508587
2455458.79785	11.84307788
2455458.80087	11.84687632
2455458.80238	11.83967219
2455458.80541	11.84014219
2455458.80691	11.84614788
2455458.80993	11.84279219
2455458.81598	11.84361587
2455458.81749	11.84360632
2455458.81899	11.84259788
2455458.82051	11.84674219
2455458.82201	11.85193587
2455458.82353	11.85006219
2455458.82503	11.85247632
2455458.82655	11.85474219
2455458.82806	11.86169219
2455458.82957	11.86256788
2455458.83108	11.86653632
2455458.83259	11.87239632
2455458.83411	11.87408587
2455458.83561	11.87105219
2455458.83713	11.87338219
2455458.83863	11.87664632
2455458.84015	11.87421219
2455458.84166	11.87533219
2455458.84317	11.87896219
2455458.84468	11.87766219
2455458.84619	11.87443219
2455458.84770	11.87733632
2455458.84920	11.88041587
2455458.85072	11.87720788
2455458.85223	11.87618788
2455458.85374	11.88139219
2455458.85525	11.87771788
2455458.85676	11.87854587
2455458.85828	11.88167632
2455458.85978	11.87785587
2455458.86128	11.87777219
2455458.86280	11.87890219
2455458.86431	11.87939587
2455458.86582	11.88393219
2455458.86733	11.87573587
2455458.86884	11.87800219
2455458.87035	11.88168788
2455458.87186	11.87362632
2455458.87337	11.87850788
2455458.87488	11.87979219
2455458.87639	11.87297219
2455458.87791	11.87961632
2455458.87941	11.87988219
2455458.88093	11.88181788
2455458.88243	11.87693632
2455458.88395	11.87501632
2455458.88545	11.87624219
2455458.88697	11.87795788
2455458.88847	11.87377219
2455458.88999	11.87478219
2455458.89149	11.87808632
2455458.89301	11.87412219
2455458.89451	11.87109219
2455458.89603	11.87614219
2455458.89753	11.86787788
2455458.89905	11.86756632
2455458.90056	11.86648788
2455458.90207	11.85687632
2455458.90358	11.85758788
2455458.90509	11.85548632
2455458.90660	11.85333632
2455458.90811	11.85278788
2455458.90962	11.84253788
2455458.91113	11.84323788
2455458.91264	11.84397788
2455458.91416	11.84687788
2455458.91566	11.84993219
2455458.91718	11.84308587
2455458.91868	11.84977632
2455458.92020	11.84624788
2455458.92170	11.84724788
2455458.92322	11.84645788
2455458.92472	11.85007219
2455458.92624	11.84889219
2455458.92774	11.84830788
2455458.92926	11.84351632
2455458.93076	11.84813788
2455458.93228	11.84470219
2455458.93378	11.84534587
2455458.93530	11.84724788
2455458.93681	11.85055788
2455458.93832	11.84692632
2455458.93983	11.84597788
2455458.94134	11.84901219
2455458.94285	11.84306219
2455458.94436	11.84550632
2455458.94587	11.84124587
2455458.94738	11.84630587
2455458.94889	11.84815788
2455458.95041	11.84666788
2455458.95191	11.84858788
2455458.95343	11.84547587
2455458.95493	11.84652219
2455458.96097	11.84390219
2455458.96399	11.84661632
2455458.96701	11.84365587
2455458.96853	11.85116632
2455458.97003	11.84255219
2455458.97155	11.85304788
2455458.97306	11.84859788
